Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
LCE1E		3	3	0.3%	No
LCE2A		3	3	0.3%	No
SPATA12		3	3	0.3%	No
KRTAP12-1		3	3	0.3%	No
KRTAP10-10		3	3	0.3%	No
GPR141		3	3	0.3%	No
FAM111B		3	3	0.3%	No
ASPG		3	3	0.3%	No
PEAK3		4	3	0.3%	No
SBSN		3	3	0.3%	No
MIGA1		3	3	0.3%	No
SFT2D2		3	3	0.3%	No
CERKL		3	3	0.3%	No
LHFPL3		3	3	0.3%	No
PTAR1		3	3	0.3%	No
C9ORF50		3	3	0.3%	No
NHLRC1		4	3	0.3%	No
KRTAP10-4		3	3	0.3%	No
KRTAP10-7		3	3	0.3%	No
KRTAP10-9		3	3	0.3%	No
SLC22A25		3	3	0.3%	No
SLC22A10		3	3	0.3%	No
CLEC12B		3	3	0.3%	No
C1QTNF9B		3	3	0.3%	No
INSYN1		3	3	0.3%	No
ZNF470		3	3	0.3%	No
RNF207		3	3	0.3%	No
LDLRAD1		3	3	0.3%	No
NOTCH2NLA		3	3	0.3%	No
C2ORF78		3	3	0.3%	No
BEND4		3	3	0.3%	No
TMPRSS11F		3	3	0.3%	No
FEZF1		3	3	0.3%	No
XKR9		3	3	0.3%	No
IER5L		3	3	0.3%	No
OR51D1		3	3	0.3%	No
OR51Q1		3	3	0.3%	No
OR51I2		3	3	0.3%	No
OR52N5		3	3	0.3%	No
OR52E4		3	3	0.3%	No
OR56A3		3	3	0.3%	No
OR8H3		3	3	0.3%	No
OR5B2		3	3	0.3%	No
OR4D9		3	3	0.3%	No
GPR152		3	3	0.3%	No
OR6M1		3	3	0.3%	No
OR6C1		3	3	0.3%	No
OR6C70		3	3	0.3%	No
OR4K2		3	3	0.3%	No
OR4K17		3	3	0.3%	No
ZNF793		4	3	0.3%	No
ACP7		3	3	0.3%	No
OR2AK2		3	3	0.3%	No
OR2T33		3	3	0.3%	No
OR2M7		3	3	0.3%	No
OR13C2		3	3	0.3%	No
OR5C1		3	3	0.3%	No
SPRED3		3	3	0.3%	No
MEX3D		3	3	0.3%	No
FAM102A		3	3	0.3%	No
HEATR4		3	3	0.3%	No
SHC4		3	3	0.3%	No
C10ORF120		3	3	0.3%	No
ZNF772		3	3	0.3%	No
KLHL31		4	3	0.3%	No
RAB19		3	3	0.3%	No
FAM166A		3	3	0.3%	No
OR51T1		3	3	0.3%	No
LDLRAD2		3	3	0.3%	No
HAPLN4		3	3	0.3%	No
STX19		3	3	0.3%	No
HIST2H2BF		4	3	0.3%	No
LRRC52		3	3	0.3%	No
MAP1LC3C		4	3	0.3%	No
PIWIL3		3	3	0.3%	No
AKR1B15		3	3	0.3%	No
OR5B3		3	3	0.3%	No
SULT1C3		3	3	0.3%	No
OR2J3		3	3	0.3%	No
OR10C1		4	3	0.3%	No
GIMAP6		3	3	0.3%	No
FBXO47		3	3	0.3%	No
PJVK		3	3	0.3%	No
ARGFX		3	3	0.3%	No
C8ORF58		3	3	0.3%	No
CCDC157		3	3	0.3%	No
ASPDH		3	3	0.3%	No
NPS		3	3	0.3%	No
SERINC4		3	3	0.3%	No
INSYN2A		3	3	0.3%	No
LOC643923		3	3	0.3%	No
LINGO3		3	3	0.3%	No
ARRDC5		3	3	0.3%	No
S100A7L2		3	3	0.3%	No
ZNF806		3	3	0.3%	No
SNORD10		3	3	0.3%	No
SRGAP2C		3	3	0.3%	No
PCP4L1		3	3	0.3%	No
DNLZ		3	3	0.3%	No
CCDC30		5	3	0.3%	No
CCR2		3	3	0.3%	No
CCDC61		3	3	0.3%	No
CRPPA		3	3	0.3%	No
POC1B-GALNT4		3	3	0.3%	No
A1BG		2	2	0.2%	No
AADAC		2	2	0.2%	No
AANAT		2	2	0.2%	No
AARS		2	2	0.2%	No
ACADM		2	2	0.2%	No
ACO1		2	2	0.2%	No
ACP1		2	2	0.2%	No
ACTA1		2	2	0.2%	No
ACTA2		2	2	0.2%	No
ACTC1		2	2	0.2%	No
ACTG2		2	2	0.2%	No
ADA		2	2	0.2%	No
ADD3		2	2	0.2%	No
PLIN2		2	2	0.2%	No
ADH1A		2	2	0.2%	No
ADH4		2	2	0.2%	No
ADH6		2	2	0.2%	No
ADH7		2	2	0.2%	No
ADK		2	2	0.2%	No
ADRA2C		2	2	0.2%	No
ADRB1		2	2	0.2%	No
AGXT		2	2	0.2%	No
AHCY		2	2	0.2%	No
ALB		2	2	0.2%	Yes
ALDH2		2	2	0.2%	No
ALDH1B1		2	2	0.2%	No
ALDOB		2	2	0.2%	No
AKR1B1		2	2	0.2%	No
ALOX5		2	2	0.2%	No
ALOX5AP		2	2	0.2%	No
ALOX15		2	2	0.2%	No
ALOX15B		2	2	0.2%	No
ALX3		2	2	0.2%	No
AMBP		2	2	0.2%	No
AMD1		2	2	0.2%	No
AMFR		2	2	0.2%	No
AMH		2	2	0.2%	No
BIN1		3	2	0.2%	No
AMY2A		2	2	0.2%	No
ANGPT2		2	2	0.2%	No
SLC25A4		2	2	0.2%	No
SLC25A5		2	2	0.2%	No
SLC25A6		2	2	0.2%	No
ANXA2		2	2	0.2%	No
ANXA7		2	2	0.2%	No
APEX1		2	2	0.2%	No
AQP8		2	2	0.2%	No
APP		2	2	0.2%	No
APRT		2	2	0.2%	No
SHROOM2		2	2	0.2%	No
AQP1		2	2	0.2%	No
AQP4		2	2	0.2%	No
ARAF		2	2	0.2%	Yes
ARCN1		2	2	0.2%	No
ARL4D		2	2	0.2%	No
RND3		2	2	0.2%	No
ARHGAP1		2	2	0.2%	No
ARHGDIB		2	2	0.2%	No
PHOX2A		2	2	0.2%	No
ARRB1		2	2	0.2%	No
ARSA		2	2	0.2%	No
STS		2	2	0.2%	No
ARSD		2	2	0.2%	No
ART4		2	2	0.2%	No
ASGR1		2	2	0.2%	No
ASIP		2	2	0.2%	No
ASL		2	2	0.2%	No
ASNA1		2	2	0.2%	No
ASPA		2	2	0.2%	No
ATF3		2	2	0.2%	No
ATF4		2	2	0.2%	No
ATP1A1		2	2	0.2%	Yes
ATP5F1B		2	2	0.2%	No
ATP5F1C		2	2	0.2%	No
ATP5MC1		2	2	0.2%	No
ATP5PF		2	2	0.2%	No
ATP6V1B2		2	2	0.2%	Yes
ATP5PO		2	2	0.2%	No
AVPR2		2	2	0.2%	No
AZGP1		2	2	0.2%	No
NKX3-2		2	2	0.2%	No
BCAT1		2	2	0.2%	No
BCAT2		3	2	0.2%	No
BCL7A		2	2	0.2%	Yes
HCN2		3	2	0.2%	No
BID		2	2	0.2%	No
BLM		2	2	0.2%	Yes
BLVRA		2	2	0.2%	No
BMP1		3	2	0.2%	No
BNIP2		2	2	0.2%	No
BRS3		2	2	0.2%	No
BST2		3	2	0.2%	No
KLF9		2	2	0.2%	No
BTK		2	2	0.2%	Yes
C1R		2	2	0.2%	No
MPPED1		2	2	0.2%	No
CA11		2	2	0.2%	No
CACNG1		2	2	0.2%	No
CALU		2	2	0.2%	No
CAMK2D		2	2	0.2%	No
CAMLG		2	2	0.2%	No
CANX		2	2	0.2%	No
CAPG		2	2	0.2%	No
CAPNS1		2	2	0.2%	No
CASP3		2	2	0.2%	No
CASP4		2	2	0.2%	No
CASP5		2	2	0.2%	No
CASP6		2	2	0.2%	No
CASQ2		2	2	0.2%	No
CAV1		2	2	0.2%	No
RUNX1		2	2	0.2%	Yes
CBFB		2	2	0.2%	Yes
CBLN1		2	2	0.2%	No
SERPINH1		2	2	0.2%	No
CBS		2	2	0.2%	No
KYAT1		2	2	0.2%	No
CCNC		2	2	0.2%	No
CCNE1		2	2	0.2%	Yes
CCNG1		2	2	0.2%	No
CCNH		2	2	0.2%	No
CCNT1		2	2	0.2%	No
CCT6A		2	2	0.2%	No
CD247		2	2	0.2%	No
CD5		2	2	0.2%	No
CD8B		2	2	0.2%	No
MS4A3		2	2	0.2%	No
CD38		2	2	0.2%	No
ENTPD1		2	2	0.2%	No
ENTPD6		2	2	0.2%	No
CD40		2	2	0.2%	No
CD47		2	2	0.2%	No
CD68		2	2	0.2%	No
CD70		2	2	0.2%	Yes
CD72		2	2	0.2%	No
CD79A		2	2	0.2%	Yes
SEPTIN7		2	2	0.2%	No
CDC34		2	2	0.2%	No
CDK5		2	2	0.2%	No
CDKN1A		2	2	0.2%	Yes
CDX2		2	2	0.2%	Yes
CLGN		2	2	0.2%	No
CEBPG		2	2	0.2%	No
CFL1		2	2	0.2%	No
CEACAM4		2	2	0.2%	No
RCBTB2		2	2	0.2%	No
CHGA		2	2	0.2%	No
CHI3L1		2	2	0.2%	No
CHKA		2	2	0.2%	No
CHKB		2	2	0.2%	No
CHML		2	2	0.2%	No
CHRM1		2	2	0.2%	No
CHRM5		2	2	0.2%	No
CHRNA2		2	2	0.2%	No
CHRNA5		2	2	0.2%	No
CHRNB3		2	2	0.2%	No
CIDEA		2	2	0.2%	No
CIRBP		2	2	0.2%	No
CISH		2	2	0.2%	No
CLCA1		2	2	0.2%	No
CLCN1		2	2	0.2%	No
CLK2		2	2	0.2%	No
CLN5		2	2	0.2%	No
CLTB		2	2	0.2%	No
LTB4R		2	2	0.2%	No
CNGA2		2	2	0.2%	No
CNN1		2	2	0.2%	No
CNTF		2	2	0.2%	No
CNTFR		2	2	0.2%	No
COL10A1		2	2	0.2%	No
KLF6		2	2	0.2%	Yes
COX15		2	2	0.2%	No
CPA3		2	2	0.2%	No
CPB1		2	2	0.2%	No
CPB2		2	2	0.2%	No
CRABP2		2	2	0.2%	No
CRHBP		2	2	0.2%	No
CRHR1		2	2	0.2%	No
CRIP2		2	2	0.2%	No
CRK		2	2	0.2%	No
CRY1		2	2	0.2%	No
CRYAA		2	2	0.2%	No
CRYAB		2	2	0.2%	No
CRYBB3		2	2	0.2%	No
CRYGA		2	2	0.2%	No
CRYGC		2	2	0.2%	No
CRYGD		2	2	0.2%	No
MAPK14		2	2	0.2%	No
CSE1L		2	2	0.2%	No
CSF1		2	2	0.2%	Yes
CSF2RA		2	2	0.2%	No
CSH2		2	2	0.2%	No
CSK		2	2	0.2%	No
CSN2		2	2	0.2%	No
CSNK1D		2	2	0.2%	No
CSNK1E		2	2	0.2%	No
SLC25A10		2	2	0.2%	No
CST5		2	2	0.2%	No
CTBS		2	2	0.2%	No
CTBP2		2	2	0.2%	No
CTNS		2	2	0.2%	No
CTSE		3	2	0.2%	No
CTSS		2	2	0.2%	No
CYB561		2	2	0.2%	No
CYC1		2	2	0.2%	No
CYLC2		2	2	0.2%	No
CYP2A7		2	2	0.2%	No
CYP3A7		2	2	0.2%	No
CYP11A1		2	2	0.2%	No
CYP17A1		2	2	0.2%	Yes
CYP26A1		2	2	0.2%	No
DGKQ		2	2	0.2%	No
DAP		2	2	0.2%	No
DAZL		2	2	0.2%	No
DHCR7		2	2	0.2%	No
DHFR		2	2	0.2%	No
CYB5R3		2	2	0.2%	No
SEPTIN1		2	2	0.2%	No
DIO1		2	2	0.2%	No
DLAT		2	2	0.2%	No
DLX2		2	2	0.2%	No
DMP1		2	2	0.2%	No
DMPK		2	2	0.2%	No
DNASE1L1		2	2	0.2%	No
DNASE1L2		2	2	0.2%	No
DNASE1L3		2	2	0.2%	No
TRDMT1		4	2	0.2%	No
DNTT		2	2	0.2%	No
DPT		2	2	0.2%	No
DPYSL3		2	2	0.2%	No
ARID3A		2	2	0.2%	Yes
DRP2		2	2	0.2%	No
DSC2		2	2	0.2%	No
DSG1		2	2	0.2%	No
DUSP9		2	2	0.2%	Yes
E2F4		2	2	0.2%	No
E2F5		2	2	0.2%	No
TYMP		2	2	0.2%	No
ECM1		2	2	0.2%	No
EDA		2	2	0.2%	No
EFNB1		2	2	0.2%	No
EGR4		2	2	0.2%	No
EIF1AX		2	2	0.2%	Yes
EIF2S1		2	2	0.2%	No
EIF2B1		2	2	0.2%	No
EIF2S3		2	2	0.2%	No
EIF5		2	2	0.2%	No
EIF5A		2	2	0.2%	No
CELA1		2	2	0.2%	No
SERPINB1		2	2	0.2%	No
ELF1		2	2	0.2%	No
ELF2		2	2	0.2%	No
ELF3		2	2	0.2%	Yes
ELF4		2	2	0.2%	Yes
ELK4		2	2	0.2%	Yes
EMP3		2	2	0.2%	No
EN1		2	2	0.2%	No
EN2		2	2	0.2%	No
ENG		2	2	0.2%	No
ENO1		2	2	0.2%	No
ENO2		2	2	0.2%	No
EPB41		3	2	0.2%	No
EPHX2		2	2	0.2%	No
NR2F6		2	2	0.2%	No
ETFA		2	2	0.2%	No
ETV2		2	2	0.2%	No
EZH1		2	2	0.2%	Yes
F2		2	2	0.2%	No
F2RL1		2	2	0.2%	No
F2RL2		2	2	0.2%	No
F3		2	2	0.2%	No
FABP3		2	2	0.2%	No
FANCE		2	2	0.2%	Yes
ACSL1		2	2	0.2%	No
ACSL4		2	2	0.2%	No
FAH		2	2	0.2%	No
FANCF		2	2	0.2%	Yes
FBLN1		2	2	0.2%	No
FARSA		2	2	0.2%	No
EFEMP1		2	2	0.2%	No
FBP1		2	2	0.2%	No
FCGR2A		2	2	0.2%	No
FCN1		2	2	0.2%	No
FECH		2	2	0.2%	No
FGF5		2	2	0.2%	No
FGF6		2	2	0.2%	Yes
FGF13		2	2	0.2%	No
FGF14		2	2	0.2%	Yes
FGL1		2	2	0.2%	No
FHIT		2	2	0.2%	Yes
FKBP5		2	2	0.2%	No
FOXC1		2	2	0.2%	No
FOXE3		2	2	0.2%	No
FOXC2		2	2	0.2%	No
FOXS1		2	2	0.2%	No
FLOT2		2	2	0.2%	No
FLT3LG		2	2	0.2%	No
FMOD		2	2	0.2%	No
FMR1		2	2	0.2%	No
FOSL2		2	2	0.2%	No
FRK		2	2	0.2%	No
FRG1		2	2	0.2%	No
CENPI		2	2	0.2%	No
FUCA1		2	2	0.2%	No
FUT6		2	2	0.2%	No
GABRG2		2	2	0.2%	No
GALK1		2	2	0.2%	No
GALK2		2	2	0.2%	No
GALNT2		2	2	0.2%	No
GALT		2	2	0.2%	No
GAMT		2	2	0.2%	No
GAPDH		2	2	0.2%	No
GAS1		2	2	0.2%	No
GAS8		2	2	0.2%	No
GATA3		2	2	0.2%	Yes
GATA6		2	2	0.2%	Yes
GBA		2	2	0.2%	No
GBX1		2	2	0.2%	No
GCNT2		2	2	0.2%	No
GDF1		2	2	0.2%	No
GDF2		2	2	0.2%	No
GDF9		2	2	0.2%	No
GDI1		2	2	0.2%	No
GEM		2	2	0.2%	No
GFRA1		2	2	0.2%	No
GHRHR		2	2	0.2%	No
GJA1		2	2	0.2%	No
GJB5		2	2	0.2%	No
GK		2	2	0.2%	No
GPC3		2	2	0.2%	Yes
GCLC		2	2	0.2%	No
GLE1		2	2	0.2%	No
GLG1		2	2	0.2%	No
GLP1R		2	2	0.2%	No
GLRB		2	2	0.2%	No
GNA12		2	2	0.2%	Yes
GNA15		2	2	0.2%	No
GNAQ		2	2	0.2%	Yes
GNB2		2	2	0.2%	No
GNB3		2	2	0.2%	No
GNL1		3	2	0.2%	No
GNRHR		2	2	0.2%	No
GOLGA1		2	2	0.2%	No
GPI		2	2	0.2%	No
CXCR3		2	2	0.2%	No
PRLHR		2	2	0.2%	No
GPR12		2	2	0.2%	No
UTS2R		2	2	0.2%	No
GPR18		2	2	0.2%	No
GPR31		2	2	0.2%	No
FFAR1		2	2	0.2%	No
GRB2		2	2	0.2%	No
GRB10		2	2	0.2%	No
GRSF1		2	2	0.2%	No
GSK3A		2	2	0.2%	No
GSPT1		2	2	0.2%	No
GSS		2	2	0.2%	No
GSTA2		2	2	0.2%	No
GSTM5		2	2	0.2%	No
GSTT1		2	2	0.2%	No
GTF2A1		2	2	0.2%	No
GTF2E2		2	2	0.2%	No
GUCY1B1		2	2	0.2%	No
GYPB		2	2	0.2%	No
GYPC		2	2	0.2%	No
GZMA		2	2	0.2%	No
H2AFZ		2	2	0.2%	No
HIST1H2BD		2	2	0.2%	Yes
H3F3B		2	2	0.2%	Yes
HADHA		2	2	0.2%	No
HADHB		2	2	0.2%	No
HAS1		2	2	0.2%	No
HAS3		2	2	0.2%	No
HBD		2	2	0.2%	No
HDAC1		2	2	0.2%	Yes
CFHR1		2	2	0.2%	No
HIF1A		2	2	0.2%	Yes
HLA-DOA		2	2	0.2%	No
HLA-DPA1		2	2	0.2%	No
HLA-DRA		2	2	0.2%	No
HLA-DRB5		2	2	0.2%	No
HLF		2	2	0.2%	Yes
HMBS		2	2	0.2%	No
HMGB3		2	2	0.2%	No
HMGCL		2	2	0.2%	No
HMGCR		2	2	0.2%	No
HMGCS2		2	2	0.2%	No
HMMR		2	2	0.2%	No
HMOX2		2	2	0.2%	No
HNF4A		2	2	0.2%	No
HNRNPA1		2	2	0.2%	No
HNRNPH2		2	2	0.2%	No
HNRNPH3		2	2	0.2%	No
HOXA3		3	2	0.2%	Yes
HOXA6		2	2	0.2%	No
HOXA7		2	2	0.2%	No
HOXB4		2	2	0.2%	No
HOXB7		2	2	0.2%	No
HOXC6		2	2	0.2%	No
HOXC11		2	2	0.2%	Yes
HOXC13		2	2	0.2%	Yes
HOXD8		2	2	0.2%	No
HP		2	2	0.2%	No
HPX		2	2	0.2%	No
HRH2		2	2	0.2%	No
HES1		2	2	0.2%	No
HSD3B1		2	2	0.2%	Yes
HSD11B2		2	2	0.2%	No
HSF1		2	2	0.2%	No
DNAJA1		2	2	0.2%	No
HSPA9		2	2	0.2%	No
DNAJC4		2	2	0.2%	No
HTR1B		2	2	0.2%	No
HTR3A		2	2	0.2%	No
HTR6		2	2	0.2%	No
HTR7		2	2	0.2%	No
HUS1		2	2	0.2%	No
ICAM2		2	2	0.2%	No
IFIT1		2	2	0.2%	No
IFIT3		2	2	0.2%	No
IFNA7		2	2	0.2%	No
IFNA13		2	2	0.2%	No
IFNA14		3	2	0.2%	No
IFNA16		2	2	0.2%	No
IFNA17		2	2	0.2%	No
IFNAR2		2	2	0.2%	No
IFNGR1		2	2	0.2%	Yes
IFNW1		2	2	0.2%	No
IGBP1		2	2	0.2%	No
IGFBP1		2	2	0.2%	No
IGFBP2		2	2	0.2%	No
CCN1		2	2	0.2%	No
IGLL1		2	2	0.2%	No
IL1B		2	2	0.2%	No
IL1RN		2	2	0.2%	No
IL2RA		2	2	0.2%	No
IL9R		2	2	0.2%	No
IL10RA		2	2	0.2%	No
IL10RB		2	2	0.2%	No
IL17A		2	2	0.2%	No
ILK		2	2	0.2%	No
IMPA1		2	2	0.2%	No
IMPDH1		2	2	0.2%	No
IDO1		2	2	0.2%	No
INHA		2	2	0.2%	Yes
INHBA		2	2	0.2%	Yes
INHBC		2	2	0.2%	No
INPP1		2	2	0.2%	No
EIF3E		2	2	0.2%	Yes
PDX1		2	2	0.2%	No
IRF2		2	2	0.2%	Yes
IRF7		2	2	0.2%	No
ITGB1		2	2	0.2%	No
ITGB3		2	2	0.2%	No
ITPK1		2	2	0.2%	No
IVL		2	2	0.2%	No
JAK3		2	2	0.2%	Yes
JUN		2	2	0.2%	Yes
KCNA2		2	2	0.2%	No
KCNJ2		2	2	0.2%	No
KCNK3		2	2	0.2%	No
KCNQ1		2	2	0.2%	No
KCNS2		2	2	0.2%	No
KHK		2	2	0.2%	No
KIF3C		2	2	0.2%	No
KIR2DL3		2	2	0.2%	No
KLK1		2	2	0.2%	No
KIF25		2	2	0.2%	No
KPNA3		2	2	0.2%	No
KRTAP5-9		2	2	0.2%	No
KRT3		2	2	0.2%	No
KRT8		2	2	0.2%	No
KRT17		2	2	0.2%	No
KRT32		2	2	0.2%	No
KRT33B		2	2	0.2%	No
KRT35		3	2	0.2%	No
KRT81		2	2	0.2%	No
KRT82		2	2	0.2%	No
LAMP1		2	2	0.2%	No
STMN1		2	2	0.2%	No
LBP		2	2	0.2%	No
LCN1		2	2	0.2%	No
LCN2		2	2	0.2%	No
LGALS8		2	2	0.2%	No
LGALS9		2	2	0.2%	No
LIPC		2	2	0.2%	No
LMO2		2	2	0.2%	Yes
LOXL1		2	2	0.2%	No
LPL		2	2	0.2%	No
LRMP		2	2	0.2%	No
LRPAP1		2	2	0.2%	No
LSAMP		2	2	0.2%	No
CYP4F3		2	2	0.2%	No
LYN		2	2	0.2%	Yes
EPCAM		2	2	0.2%	Yes
SMAD6		2	2	0.2%	No
SMAD9		2	2	0.2%	No
MAFG		2	2	0.2%	No
MAGEA1		2	2	0.2%	No
MAGEB2		2	2	0.2%	No
MAGEB4		2	2	0.2%	No
MAK		2	2	0.2%	No
MAL		2	2	0.2%	No
MAN1A1		2	2	0.2%	No
MAOA		2	2	0.2%	No
MAOB		2	2	0.2%	No
MAT2A		2	2	0.2%	No
MATN1		2	2	0.2%	No
MBP		2	2	0.2%	No
MC1R		2	2	0.2%	No
CHST6		2	2	0.2%	No
MCF2		2	2	0.2%	No
MCM2		2	2	0.2%	No
SMCP		2	2	0.2%	No
MDH1		2	2	0.2%	No
MEA1		2	2	0.2%	No
MEIS1		2	2	0.2%	No
MEP1A		2	2	0.2%	No
MEP1B		2	2	0.2%	No
MFAP1		4	2	0.2%	No
MFAP4		2	2	0.2%	No
MELTF		2	2	0.2%	No
MGMT		2	2	0.2%	No
MGST1		2	2	0.2%	No
MIP		2	2	0.2%	No
MLLT3		2	2	0.2%	Yes
MMP13		2	2	0.2%	No
MMP15		2	2	0.2%	No
MMP17		2	2	0.2%	No
MOBP		2	2	0.2%	No
MOCS2		2	2	0.2%	No
MOS		2	2	0.2%	No
MPP1		2	2	0.2%	No
MPST		2	2	0.2%	No
MPV17		2	2	0.2%	No
MSI1		2	2	0.2%	Yes
MSN		2	2	0.2%	Yes
MTCP1		2	2	0.2%	Yes
MVK		2	2	0.2%	No
MYC		2	2	0.2%	Yes
MYCN		3	2	0.2%	Yes
MYF6		2	2	0.2%	No
MYL2		2	2	0.2%	No
MYL5		2	2	0.2%	No
MYOG		2	2	0.2%	No
PPP1R12A		2	2	0.2%	No
NAP1L3		2	2	0.2%	No
NAP1L4		2	2	0.2%	No
NCK1		2	2	0.2%	No
NDN		2	2	0.2%	No
NDUFA7		2	2	0.2%	No
NDUFA8		2	2	0.2%	No
NDUFA9		2	2	0.2%	No
NDUFB7		2	2	0.2%	No
NDUFB9		2	2	0.2%	No
NDUFB10		2	2	0.2%	No
NDUFS1		2	2	0.2%	No
NEUROD1		3	2	0.2%	No
NEUROD2		2	2	0.2%	No
NFIA		2	2	0.2%	No
NFIL3		2	2	0.2%	No
NFKBIA		2	2	0.2%	Yes
NFKBIE		2	2	0.2%	Yes
NFYA		2	2	0.2%	No
NHLH1		2	2	0.2%	No
NKG7		2	2	0.2%	No
NMBR		2	2	0.2%	No
NMT1		2	2	0.2%	No
NNMT		2	2	0.2%	No
CNOT2		2	2	0.2%	No
CNOT4		2	2	0.2%	No
NPTX2		2	2	0.2%	No
SLC11A2		2	2	0.2%	No
NTF3		2	2	0.2%	No
NTRK2		2	2	0.2%	Yes
OAS2		2	2	0.2%	No
TBC1D25		2	2	0.2%	No
ODF2		2	2	0.2%	No
OGN		2	2	0.2%	No
OMG		2	2	0.2%	No
OPRD1		2	2	0.2%	No
OPRK1		2	2	0.2%	No
SIX6		2	2	0.2%	No
OSBP		2	2	0.2%	No
OXCT1		5	2	0.2%	No
P2RX4		2	2	0.2%	No
P2RX5		2	2	0.2%	No
P2RX7		2	2	0.2%	No
P2RY1		2	2	0.2%	No
PAFAH1B1		2	2	0.2%	No
PAH		2	2	0.2%	No
REG3A		2	2	0.2%	No
PAX2		2	2	0.2%	No
PDCL		2	2	0.2%	No
PBX1		2	2	0.2%	Yes
PBX2		2	2	0.2%	No
PCBP1		2	2	0.2%	Yes
PCCA		2	2	0.2%	No
PCDHGC3		2	2	0.2%	No
SERPINA5		2	2	0.2%	No
PCM1		2	2	0.2%	Yes
PCNA		2	2	0.2%	No
PCOLCE		2	2	0.2%	No
PCP4		2	2	0.2%	No
CDK18		2	2	0.2%	No
PDCD2		2	2	0.2%	No
PDE1A		2	2	0.2%	No
PDE6H		2	2	0.2%	No
PDGFA		2	2	0.2%	No
PDGFB		2	2	0.2%	Yes
PDPK1		2	2	0.2%	Yes
PEX12		2	2	0.2%	No
PF4		2	2	0.2%	No
PF4V1		2	2	0.2%	No
PFDN5		2	2	0.2%	No
PGF		2	2	0.2%	No
PGK2		2	2	0.2%	No
PGM3		2	2	0.2%	No
PHKA1		2	2	0.2%	No
PHYH		2	2	0.2%	No
SERPINB8		2	2	0.2%	No
SERPINB10		2	2	0.2%	No
PIGC		2	2	0.2%	No
PIP		2	2	0.2%	No
PITPNA		3	2	0.2%	No
PITX1		2	2	0.2%	No
SERPINF2		2	2	0.2%	No
PLOD2		2	2	0.2%	No
PLP1		2	2	0.2%	No
PLS1		2	2	0.2%	No
PLS3		2	2	0.2%	No
PLXNB3		3	2	0.2%	No
PMM1		2	2	0.2%	No
PMP22		2	2	0.2%	No
EXOSC9		2	2	0.2%	No
PNMT		2	2	0.2%	No
PODXL		2	2	0.2%	No
POLB		2	2	0.2%	No
POR		2	2	0.2%	No
POU2AF1		2	2	0.2%	Yes
POU4F3		2	2	0.2%	No
POU6F1		2	2	0.2%	No
PPAT		2	2	0.2%	No
PPEF1		2	2	0.2%	No
CTSA		2	2	0.2%	No
PPIA		2	2	0.2%	No
PPIB		2	2	0.2%	No
PPM1A		3	2	0.2%	No
PPM1B		2	2	0.2%	No
PPP1R3D		2	2	0.2%	No
PPP1R8		2	2	0.2%	No
PPP2R2A		2	2	0.2%	Yes
PPP2R3A		2	2	0.2%	No
PPP4C		2	2	0.2%	No
PPP3CC		2	2	0.2%	No
PPP3R1		2	2	0.2%	No
PPP5C		2	2	0.2%	No
PRB3		2	2	0.2%	No
PRELP		2	2	0.2%	No
PRF1		2	2	0.2%	Yes
PRKAR1A		2	2	0.2%	Yes
PRKAR2A		2	2	0.2%	No
MAPK1		2	2	0.2%	Yes
MAPK10		2	2	0.2%	No
MAP2K5		3	2	0.2%	No
THAP12		2	2	0.2%	No
PRM2		2	2	0.2%	No
PRNP		2	2	0.2%	No
PRODH		2	2	0.2%	No
PRPH		2	2	0.2%	No
PRPSAP1		2	2	0.2%	No
PRPSAP2		2	2	0.2%	No
KLK7		2	2	0.2%	No
PRSS8		2	2	0.2%	Yes
KLK6		2	2	0.2%	No
HTRA1		2	2	0.2%	No
PRTN3		2	2	0.2%	No
PSEN1		2	2	0.2%	No
PSG5		5	2	0.2%	No
PSKH1		4	2	0.2%	No
PSMB5		2	2	0.2%	No
PSMB8		2	2	0.2%	No
PSMC2		2	2	0.2%	No
PSMD9		2	2	0.2%	No
PTGDR		2	2	0.2%	No
PTGDS		2	2	0.2%	No
PTGFR		2	2	0.2%	No
PTK6		2	2	0.2%	Yes
PTMS		2	2	0.2%	No
PTN		2	2	0.2%	No
QSOX1		2	2	0.2%	No
PTX3		2	2	0.2%	No
PWP2		2	2	0.2%	No
ABCD3		2	2	0.2%	No
ABCD4		2	2	0.2%	No
PXN		2	2	0.2%	No
ALDH18A1		2	2	0.2%	No
PCYT2		2	2	0.2%	No
RAB3A		2	2	0.2%	No
RAC2		2	2	0.2%	Yes
RAC3		2	2	0.2%	No
RAD9A		2	2	0.2%	No
RAD23A		2	2	0.2%	No
RAG2		2	2	0.2%	No
RAP1A		2	2	0.2%	No
RAP1B		2	2	0.2%	No
RARRES1		2	2	0.2%	No
RARRES2		2	2	0.2%	No
RBBP4		2	2	0.2%	No
RBBP7		2	2	0.2%	No
RBBP8		2	2	0.2%	No
RBMS1		2	2	0.2%	No
RCN1		2	2	0.2%	No
OPN1LW		2	2	0.2%	No
RECQL		2	2	0.2%	Yes
REG1A		2	2	0.2%	No
REG1B		2	2	0.2%	No
DPF2		2	2	0.2%	No
RFC5		2	2	0.2%	No
RFNG		2	2	0.2%	No
RFX1		2	2	0.2%	No
RGS4		2	2	0.2%	No
RGS16		2	2	0.2%	No
