Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
TLR8		2	2	0.5%	No
RSRC1		2	2	0.5%	No
CRNKL1		2	2	0.5%	No
FZR1		2	2	0.5%	No
TAOK3		2	2	0.5%	No
HOOK1		2	2	0.5%	No
SNX7		2	2	0.5%	No
ATP6V1D		2	2	0.5%	No
COMMD10		2	2	0.5%	No
POLK		2	2	0.5%	No
ANAPC5		2	2	0.5%	No
ANAPC7		2	2	0.5%	No
SCARA3		2	2	0.5%	No
MAGEC2		2	2	0.5%	No
GULP1		2	2	0.5%	No
SFMBT1		2	2	0.5%	No
LIMA1		2	2	0.5%	No
NOP16		2	2	0.5%	No
CXXC5		2	2	0.5%	No
OSER1		2	2	0.5%	No
GSKIP		2	2	0.5%	No
ZC3HC1		2	2	0.5%	No
SIRT7		2	2	0.5%	No
ARMCX3		2	2	0.5%	No
LARP7		3	2	0.5%	No
PCF11		2	2	0.5%	No
PIAS4		2	2	0.5%	No
NOP58		2	2	0.5%	No
EEF1AKNMT		2	2	0.5%	No
DPH5		2	2	0.5%	No
DYNC2LI1		2	2	0.5%	No
SLC25A39		2	2	0.5%	No
OTUD6B		2	2	0.5%	No
SF3B6		2	2	0.5%	No
MPC1		2	2	0.5%	No
NUB1		2	2	0.5%	No
MPP6		2	2	0.5%	No
SUFU		2	2	0.5%	Yes
CPSF3		2	2	0.5%	No
EMCN		2	2	0.5%	No
ZNF44		2	2	0.5%	No
UPB1		2	2	0.5%	No
WWOX		3	2	0.5%	No
LUC7L3		2	2	0.5%	No
TMEM8B		3	2	0.5%	No
C9ORF78		2	2	0.5%	No
SYT17		2	2	0.5%	No
ATP8A2		2	2	0.5%	No
STK26		2	2	0.5%	No
MYOZ2		2	2	0.5%	No
SIX4		2	2	0.5%	No
TM6SF1		2	2	0.5%	No
PANK1		2	2	0.5%	No
BCO1		2	2	0.5%	No
PTOV1		2	2	0.5%	No
C11ORF24		2	2	0.5%	No
CDHR5		2	2	0.5%	No
DUOX1		2	2	0.5%	No
PCBP3		2	2	0.5%	No
SETD4		2	2	0.5%	Yes
C21ORF91		2	2	0.5%	No
ERRFI1		2	2	0.5%	Yes
GDAP1		2	2	0.5%	No
CYTL1		2	2	0.5%	No
GFOD1		2	2	0.5%	No
MOV10L1		2	2	0.5%	No
TAF7L		2	2	0.5%	No
RETREG1		2	2	0.5%	No
ETAA1		2	2	0.5%	Yes
MIEF1		2	2	0.5%	No
TOLLIP		2	2	0.5%	No
RNF216		2	2	0.5%	No
NEURL1B		2	2	0.5%	No
PRMT7		2	2	0.5%	No
EXOSC4		2	2	0.5%	No
WDR44		3	2	0.5%	No
CCHCR1		2	2	0.5%	No
EXOC6		2	2	0.5%	No
CRCT1		2	2	0.5%	No
ING3		2	2	0.5%	No
UGT1A10		2	2	0.5%	No
UGT1A7		2	2	0.5%	No
LZTFL1		2	2	0.5%	No
UGT1A4		2	2	0.5%	No
UGT1A1		2	2	0.5%	No
PCDHB17P		2	2	0.5%	No
WDR74		2	2	0.5%	No
RSBN1		2	2	0.5%	No
CROT		2	2	0.5%	No
FNDC8		2	2	0.5%	No
DIRAS2		2	2	0.5%	No
AFTPH		2	2	0.5%	No
ERCC6L		2	2	0.5%	No
TRPM7		2	2	0.5%	No
GIN1		2	2	0.5%	No
BCAS3		3	2	0.5%	No
WBP1L		2	2	0.5%	No
ARHGEF38		2	2	0.5%	No
SNRK		2	2	0.5%	No
TOR4A		2	2	0.5%	No
GPATCH4		2	2	0.5%	No
RETSAT		2	2	0.5%	No
ALKBH5		2	2	0.5%	No
INO80D		2	2	0.5%	No
SLC66A1		2	2	0.5%	No
ELOVL2		2	2	0.5%	No
CDKAL1		3	2	0.5%	No
NSD3		2	2	0.5%	Yes
CYP2W1		2	2	0.5%	No
SEMA4C		2	2	0.5%	No
RPP25		2	2	0.5%	No
YTHDF1		2	2	0.5%	No
ZSCAN32		2	2	0.5%	No
TMEM161A		2	2	0.5%	No
TRMT10C		2	2	0.5%	No
DUSP23		2	2	0.5%	No
SARS2		2	2	0.5%	No
SLC41A3		2	2	0.5%	No
PARP16		2	2	0.5%	No
PIGX		2	2	0.5%	No
TTC12		2	2	0.5%	No
INTS11		2	2	0.5%	No
ACSM5		2	2	0.5%	No
ZSCAN2		2	2	0.5%	No
TMCO3		2	2	0.5%	No
PAK1IP1		2	2	0.5%	No
FAM118A		2	2	0.5%	No
HERC6		2	2	0.5%	No
PIH1D1		2	2	0.5%	No
MARCH1		2	2	0.5%	No
PID1		2	2	0.5%	No
C17ORF80		2	2	0.5%	No
SLC35A5		2	2	0.5%	No
MOCOS		2	2	0.5%	No
CDCA4		2	2	0.5%	No
TRMT12		2	2	0.5%	No
ATG16L1		2	2	0.5%	No
ZWILCH		2	2	0.5%	No
SUSD4		2	2	0.5%	No
ZCWPW1		2	2	0.5%	No
PDPR		2	2	0.5%	No
RNF31		2	2	0.5%	No
TMEM45A		2	2	0.5%	No
WDR70		2	2	0.5%	No
TRIM68		2	2	0.5%	No
ELP3		2	2	0.5%	No
MTPAP		2	2	0.5%	No
DARS2		2	2	0.5%	No
MRPS18A		2	2	0.5%	No
PRMT6		2	2	0.5%	No
INTS10		2	2	0.5%	No
SEC61A2		2	2	0.5%	No
LINS1		2	2	0.5%	No
PLEKHG6		2	2	0.5%	No
ATAD3A		2	2	0.5%	No
RAVER2		2	2	0.5%	No
NAT10		2	2	0.5%	No
LRRC1		2	2	0.5%	No
PNMA8A		2	2	0.5%	No
PANK4		2	2	0.5%	No
VRTN		2	2	0.5%	No
STEAP3		2	2	0.5%	No
TMEM39A		2	2	0.5%	No
WDR41		2	2	0.5%	No
MRGBP		2	2	0.5%	No
CASC1		2	2	0.5%	No
PSPC1		2	2	0.5%	No
FGGY		2	2	0.5%	No
LRRC36		2	2	0.5%	No
BRF2		2	2	0.5%	No
TBC1D19		2	2	0.5%	No
GIMAP4		2	2	0.5%	No
SPTLC3		2	2	0.5%	No
ZNF444		2	2	0.5%	No
DRAM1		2	2	0.5%	No
WDR33		2	2	0.5%	No
STRBP		2	2	0.5%	No
ABHD10		2	2	0.5%	No
HEMGN		2	2	0.5%	No
TMEM176A		2	2	0.5%	No
PPP4R1L		2	2	0.5%	No
LRRC59		2	2	0.5%	No
SIRPG		2	2	0.5%	No
TNFRSF19		2	2	0.5%	No
TRIM36		2	2	0.5%	No
FEM1A		2	2	0.5%	No
PIP4P2		2	2	0.5%	No
GALNT10		2	2	0.5%	No
KIF27		2	2	0.5%	No
CHRNA9		2	2	0.5%	No
MED29		2	2	0.5%	No
PPP1R9A		2	2	0.5%	No
OTUB1		2	2	0.5%	No
STAP2		2	2	0.5%	No
SYBU		2	2	0.5%	No
CDC37L1		2	2	0.5%	No
MFN1		2	2	0.5%	No
PPP4R3A		2	2	0.5%	No
IWS1		2	2	0.5%	No
SCYL2		2	2	0.5%	No
KANSL3		2	2	0.5%	No
RABL6		2	2	0.5%	No
TRMU		2	2	0.5%	No
FRMD4A		2	2	0.5%	No
RBM22		2	2	0.5%	No
VAC14		2	2	0.5%	No
IARS2		2	2	0.5%	No
YJU2		2	2	0.5%	No
DOK4		2	2	0.5%	No
LMBR1L		2	2	0.5%	No
TSR1		2	2	0.5%	No
INTS13		2	2	0.5%	No
BTBD7		2	2	0.5%	No
ZFP64		2	2	0.5%	No
DNAJC11		2	2	0.5%	No
ARFGAP1		2	2	0.5%	No
ENAH		2	2	0.5%	No
CHFR		2	2	0.5%	No
TMEM184C		2	2	0.5%	No
INTS9		2	2	0.5%	No
WDR12		2	2	0.5%	No
EXOC1		2	2	0.5%	No
IFT122		2	2	0.5%	No
ERMARD		2	2	0.5%	No
MCTP2		2	2	0.5%	No
LMBRD1		2	2	0.5%	No
LRIF1		3	2	0.5%	No
MINDY1		2	2	0.5%	No
ST6GALNAC1		2	2	0.5%	No
KDM3A		2	2	0.5%	No
CENPJ		2	2	0.5%	No
USE1		2	2	0.5%	No
SLC22A11		2	2	0.5%	No
GABRQ		2	2	0.5%	No
MYNN		2	2	0.5%	No
ACSS2		2	2	0.5%	No
INKA2		2	2	0.5%	No
LIN37		2	2	0.5%	No
AJAP1		2	2	0.5%	No
BCAP29		2	2	0.5%	No
BARX1		2	2	0.5%	No
PCDHGB7		2	2	0.5%	No
PCDHGA11		2	2	0.5%	No
PCDHGA9		2	2	0.5%	No
PCDHGA5		2	2	0.5%	No
PCDHGA1		2	2	0.5%	No
PCDHB12		2	2	0.5%	No
PCDHB10		2	2	0.5%	No
RNF20		2	2	0.5%	No
TMX4		2	2	0.5%	No
SERTAD4		2	2	0.5%	No
CPXM1		2	2	0.5%	No
KYAT3		2	2	0.5%	No
PARD3		2	2	0.5%	No
TRPV5		2	2	0.5%	No
DNAJC12		2	2	0.5%	No
TRIM39		2	2	0.5%	No
SLAMF8		2	2	0.5%	No
EMC7		2	2	0.5%	No
TM9SF3		2	2	0.5%	No
AGPAT3		2	2	0.5%	No
AGPAT4		2	2	0.5%	No
PNO1		2	2	0.5%	No
PAPOLB		2	2	0.5%	No
IFT46		2	2	0.5%	No
EXOSC5		2	2	0.5%	No
NCLN		2	2	0.5%	No
GPR108		3	2	0.5%	No
MRPS22		2	2	0.5%	No
MEPE		4	2	0.5%	No
RGMA		2	2	0.5%	No
KIF15		2	2	0.5%	No
SLC12A9		2	2	0.5%	No
YAE1		2	2	0.5%	No
ACKR3		2	2	0.5%	Yes
CCNL1		2	2	0.5%	No
PLSCR2		2	2	0.5%	No
CHRNA10		2	2	0.5%	No
TBX20		2	2	0.5%	No
PCBP4		2	2	0.5%	No
ENTPD7		2	2	0.5%	No
CASS4		2	2	0.5%	No
AVEN		2	2	0.5%	No
TIGAR		2	2	0.5%	No
PLAAT1		2	2	0.5%	No
LYRM4		2	2	0.5%	No
CHMP1B		2	2	0.5%	No
MAN1C1		2	2	0.5%	No
ADCK1		2	2	0.5%	No
SMIM8		2	2	0.5%	No
PELI2		2	2	0.5%	No
PELI1		2	2	0.5%	No
CAMK1G		2	2	0.5%	No
ACTR3B		2	2	0.5%	No
ADAMTSL3		2	2	0.5%	No
SPRYD7		2	2	0.5%	No
ERGIC1		2	2	0.5%	No
RCN3		2	2	0.5%	No
ZNF287		2	2	0.5%	No
SENP7		2	2	0.5%	No
ZNF304		2	2	0.5%	No
GJD2		3	2	0.5%	No
AICDA		2	2	0.5%	No
NMRAL1		2	2	0.5%	No
MIF4GD		2	2	0.5%	No
SCYL1		2	2	0.5%	No
SLC24A3		2	2	0.5%	No
GATAD2B		2	2	0.5%	No
TBC1D24		2	2	0.5%	No
PNMA8B		2	2	0.5%	No
CNOT6		2	2	0.5%	No
AHRR		3	2	0.5%	No
NWD2		2	2	0.5%	No
MRTFB		2	2	0.5%	No
KIAA1257		2	2	0.5%	No
INTS2		2	2	0.5%	No
XPO5		2	2	0.5%	No
COG6		2	2	0.5%	No
PCDH19		2	2	0.5%	No
HACE1		2	2	0.5%	No
NUFIP2		2	2	0.5%	No
ZNF398		2	2	0.5%	No
ZNF624		2	2	0.5%	No
NCEH1		2	2	0.5%	No
NLGN2		2	2	0.5%	No
IFT80		2	2	0.5%	No
ZNF319		2	2	0.5%	No
MARCH4		2	2	0.5%	No
TMEM181		2	2	0.5%	No
CRAMP1		2	2	0.5%	No
CFAP97		2	2	0.5%	No
EBF4		2	2	0.5%	No
BEGAIN		2	2	0.5%	No
SH3RF1		2	2	0.5%	No
ARHGAP23		2	2	0.5%	No
CCDC146		2	2	0.5%	No
POGK		2	2	0.5%	No
CIP2A		2	2	0.5%	No
UVSSA		2	2	0.5%	No
GRAMD1A		2	2	0.5%	No
HCN3		2	2	0.5%	No
ZBTB4		2	2	0.5%	No
USP29		2	2	0.5%	No
PLEKHA4		2	2	0.5%	No
FBRSL1		2	2	0.5%	No
MAGEE1		2	2	0.5%	No
ZNF317		3	2	0.5%	No
DENND1A		2	2	0.5%	No
EPG5		2	2	0.5%	No
TRIB3		2	2	0.5%	No
MARK4		2	2	0.5%	No
CCAR2		2	2	0.5%	No
SLAMF7		2	2	0.5%	No
CYP4F11		2	2	0.5%	No
CADM3		2	2	0.5%	No
SQOR		2	2	0.5%	No
PLEKHB1		2	2	0.5%	No
RHOU		2	2	0.5%	No
NLRC4		2	2	0.5%	No
CREBZF		2	2	0.5%	No
PRODH2		2	2	0.5%	No
SINHCAF		2	2	0.5%	No
MYOZ1		2	2	0.5%	No
LY6G6D		2	2	0.5%	No
ALOXE3		2	2	0.5%	No
ZNF350		2	2	0.5%	No
EDA2R		2	2	0.5%	No
SLC5A7		2	2	0.5%	No
TRMT11		2	2	0.5%	No
PPCDC		2	2	0.5%	No
NIF3L1		2	2	0.5%	No
FASTKD5		2	2	0.5%	No
HPSE2		2	2	0.5%	No
ALX4		2	2	0.5%	No
GUF1		2	2	0.5%	No
DHX35		2	2	0.5%	No
MIIP		2	2	0.5%	No
CELF5		2	2	0.5%	No
SMAP1		2	2	0.5%	No
TRAPPC11		2	2	0.5%	No
SLC22A23		3	2	0.5%	No
PKNOX2		2	2	0.5%	No
UBE2O		2	2	0.5%	No
GALNT11		2	2	0.5%	No
CIDEC		2	2	0.5%	No
MYO1G		2	2	0.5%	No
TSPYL2		2	2	0.5%	No
OXCT2		2	2	0.5%	No
GAL3ST2		2	2	0.5%	No
SAMSN1		2	2	0.5%	No
NPFFR1		2	2	0.5%	No
NPVF		2	2	0.5%	No
LIN7B		2	2	0.5%	No
RBSN		2	2	0.5%	No
ERAP2		2	2	0.5%	No
CARD9		2	2	0.5%	No
DPEP2		2	2	0.5%	No
DPEP3		2	2	0.5%	No
POPDC3		2	2	0.5%	No
MMS19		2	2	0.5%	No
SEMA4A		2	2	0.5%	No
MS4A6A		2	2	0.5%	No
TENT4B		2	2	0.5%	No
NXN		2	2	0.5%	No
ZMAT3		2	2	0.5%	No
ATG3		2	2	0.5%	No
CIAO3		2	2	0.5%	No
ZDHHC6		2	2	0.5%	No
PCNX4		2	2	0.5%	No
GPR135		2	2	0.5%	No
PLA2G2F		2	2	0.5%	No
EBF2		2	2	0.5%	No
MFSD14A		2	2	0.5%	No
MFSD1		2	2	0.5%	No
FAM160B2		2	2	0.5%	No
PARP12		2	2	0.5%	No
RMND5B		2	2	0.5%	No
MTHFSD		2	2	0.5%	No
MICAL1		2	2	0.5%	No
RBM15		2	2	0.5%	Yes
DDX31		2	2	0.5%	No
IQCH		2	2	0.5%	No
NMNAT1		2	2	0.5%	No
CYP3A43		2	2	0.5%	No
ELOVL1		2	2	0.5%	No
PORCN		2	2	0.5%	No
MARCH7		2	2	0.5%	No
ETNPPL		3	2	0.5%	No
NIBAN2		2	2	0.5%	No
METTL4		2	2	0.5%	No
PCDH20		2	2	0.5%	No
SLC30A5		2	2	0.5%	No
CCDC71		2	2	0.5%	No
RASAL3		2	2	0.5%	No
MRPS6		2	2	0.5%	No
NDRG4		2	2	0.5%	No
SLC26A6		2	2	0.5%	No
GPBP1		2	2	0.5%	No
RAPH1		2	2	0.5%	No
RSRC2		2	2	0.5%	No
PRAMEF1		2	2	0.5%	No
AACS		2	2	0.5%	No
KCTD14		2	2	0.5%	No
FAM173A		2	2	0.5%	No
RASL11B		2	2	0.5%	No
SLC2A11		2	2	0.5%	No
MTMR9		2	2	0.5%	No
CRELD1		2	2	0.5%	No
PRR14		2	2	0.5%	No
TRIR		2	2	0.5%	No
NUP37		2	2	0.5%	No
SMIM2		2	2	0.5%	No
PVRIG		2	2	0.5%	No
KCTD15		2	2	0.5%	No
SECISBP2		2	2	0.5%	No
PRRG3		2	2	0.5%	No
MLPH		2	2	0.5%	No
WDR77		2	2	0.5%	No
C1ORF116		2	2	0.5%	No
DHX58		2	2	0.5%	No
DERL1		2	2	0.5%	No
PHF23		2	2	0.5%	No
FKRP		2	2	0.5%	No
MMP28		2	2	0.5%	No
TMEM243		2	2	0.5%	No
FBXL15		2	2	0.5%	No
MMEL1		2	2	0.5%	No
B3GNT4		2	2	0.5%	No
NOX5		2	2	0.5%	No
KREMEN2		2	2	0.5%	No
BIRC7		2	2	0.5%	No
PAGR1		2	2	0.5%	No
DLEU2L		2	2	0.5%	No
OR51J1		2	2	0.5%	No
NKAP		2	2	0.5%	No
CORO7		2	2	0.5%	No
CARS2		2	2	0.5%	No
ACSS3		2	2	0.5%	No
GALNT14		2	2	0.5%	No
EFL1		3	2	0.5%	No
FAM184A		2	2	0.5%	No
USB1		2	2	0.5%	No
NEIL1		2	2	0.5%	No
HSPBAP1		2	2	0.5%	No
QTRT2		2	2	0.5%	No
GALNT12		2	2	0.5%	No
ZMAT4		2	2	0.5%	No
OGFOD3		2	2	0.5%	No
NOL9		2	2	0.5%	No
COLGALT1		2	2	0.5%	No
NPEPL1		2	2	0.5%	No
SUV39H2		2	2	0.5%	No
TBC1D17		2	2	0.5%	No
BBS10		2	2	0.5%	No
LMAN1L		2	2	0.5%	No
ZNF385D		2	2	0.5%	No
ZFAND1		2	2	0.5%	No
C1ORF115		2	2	0.5%	No
GRTP1		2	2	0.5%	No
SUGCT		2	2	0.5%	No
C12ORF49		2	2	0.5%	No
UGT2A3		2	2	0.5%	No
CARF		2	2	0.5%	No
SLTM		2	2	0.5%	No
NIPAL2		2	2	0.5%	No
MOB3B		2	2	0.5%	Yes
CLMP		2	2	0.5%	No
METTL8		2	2	0.5%	No
ZMYM1		2	2	0.5%	No
LONRF3		2	2	0.5%	No
MFSD13A		2	2	0.5%	No
CSPP1		2	2	0.5%	No
NEK11		2	2	0.5%	No
UBA5		2	2	0.5%	No
CCDC134		2	2	0.5%	No
ZNF672		2	2	0.5%	No
ZNF613		2	2	0.5%	No
PRR5L		2	2	0.5%	No
NUP85		2	2	0.5%	No
CNTNAP3		2	2	0.5%	No
ZNF696		2	2	0.5%	No
DHDDS		2	2	0.5%	No
SYNDIG1		2	2	0.5%	No
ERMP1		2	2	0.5%	No
CEP76		3	2	0.5%	No
ZNF442		2	2	0.5%	No
DSN1		2	2	0.5%	No
DOCK5		2	2	0.5%	No
C10ORF88		2	2	0.5%	No
TMEM156		2	2	0.5%	No
MINDY3		2	2	0.5%	No
FOXRED2		2	2	0.5%	No
SEMA6D		2	2	0.5%	No
PGAP1		2	2	0.5%	No
LRRTM4		2	2	0.5%	No
CCDC15		2	2	0.5%	No
ZFP2		2	2	0.5%	No
BICC1		2	2	0.5%	No
VCPIP1		2	2	0.5%	No
CCDC33		2	2	0.5%	No
LRRC8E		2	2	0.5%	No
ASRGL1		2	2	0.5%	No
EDC3		2	2	0.5%	No
PGGHG		2	2	0.5%	No
CTC1		2	2	0.5%	No
SPSB1		2	2	0.5%	No
MYCT1		2	2	0.5%	No
RNF34		2	2	0.5%	No
FUZ		2	2	0.5%	No
CEP63		2	2	0.5%	No
ZNF430		2	2	0.5%	No
HSD3B7		2	2	0.5%	No
SCUBE1		2	2	0.5%	No
MTERF2		2	2	0.5%	No
WDCP		2	2	0.5%	Yes
TRABD		2	2	0.5%	No
LRRC27		2	2	0.5%	No
PUS1		2	2	0.5%	No
PNPLA3		3	2	0.5%	No
DCAF11		2	2	0.5%	No
MPIG6B		2	2	0.5%	No
TSEN2		2	2	0.5%	No
CEP44		2	2	0.5%	No
EEPD1		2	2	0.5%	No
DDHD1		2	2	0.5%	No
APOL6		2	2	0.5%	No
APOL5		2	2	0.5%	No
GJA9		2	2	0.5%	No
ZBP1		3	2	0.5%	No
OR5AC2		2	2	0.5%	No
OR51E2		2	2	0.5%	No
OR4A5		2	2	0.5%	No
OR2AE1		2	2	0.5%	No
OR6K2		2	2	0.5%	No
OR2G3		2	2	0.5%	No
GPR63		2	2	0.5%	No
DCSTAMP		2	2	0.5%	No
HM13		2	2	0.5%	No
SLC38A1		2	2	0.5%	No
FBXO38		2	2	0.5%	No
INTS14		2	2	0.5%	No
FAM117A		2	2	0.5%	No
GFOD2		2	2	0.5%	No
ANP32E		2	2	0.5%	No
TRMT1L		2	2	0.5%	No
TIGD6		2	2	0.5%	No
TLR10		2	2	0.5%	No
NETO1		2	2	0.5%	No
SPRY4		2	2	0.5%	No
SHARPIN		2	2	0.5%	No
ARPC5L		2	2	0.5%	No
QTRT1		2	2	0.5%	No
SEH1L		2	2	0.5%	No
PITPNM3		3	2	0.5%	No
FCRL4		2	2	0.5%	Yes
SH3BGRL3		2	2	0.5%	No
INO80B		2	2	0.5%	No
SLC25A31		2	2	0.5%	No
PUS7L		3	2	0.5%	No
ABHD11		2	2	0.5%	No
ARHGAP24		2	2	0.5%	No
DDX59		2	2	0.5%	No
SCRT1		2	2	0.5%	No
COG3		2	2	0.5%	No
MFRP		2	2	0.5%	No
NUDT12		3	2	0.5%	No
CCM2		2	2	0.5%	No
AMMECR1L		2	2	0.5%	No
ZMIZ2		2	2	0.5%	No
SELENOO		2	2	0.5%	No
PARP9		2	2	0.5%	No
CRISPLD1		2	2	0.5%	No
SLC4A9		2	2	0.5%	No
CALN1		2	2	0.5%	No
JAM3		2	2	0.5%	No
NRIP2		2	2	0.5%	No
ATG10		3	2	0.5%	No
L3MBTL2		2	2	0.5%	No
RBM4B		2	2	0.5%	No
ARMC10		2	2	0.5%	No
KCNK16		2	2	0.5%	No
ESYT3		2	2	0.5%	No
FSD1L		2	2	0.5%	No
SNX25		2	2	0.5%	No
KRTAP9-3		2	2	0.5%	No
HDAC10		2	2	0.5%	No
RASSF4		2	2	0.5%	No
FCAMR		2	2	0.5%	No
TSSK6		2	2	0.5%	No
SPNS1		2	2	0.5%	No
FAM234A		2	2	0.5%	No
KATNAL1		2	2	0.5%	No
DTNBP1		2	2	0.5%	No
TMEM222		2	2	0.5%	No
TEX35		2	2	0.5%	No
KBTBD7		2	2	0.5%	No
FBXO30		2	2	0.5%	No
SLC41A2		2	2	0.5%	No
TOMM40L		2	2	0.5%	No
SLC7A6OS		2	2	0.5%	No
ABRAXAS1		2	2	0.5%	Yes
ASCC2		2	2	0.5%	No
SETD3		2	2	0.5%	Yes
POMK		2	2	0.5%	No
SPATC1L		2	2	0.5%	No
DRC7		2	2	0.5%	No
LRRC8C		2	2	0.5%	No
MED10		2	2	0.5%	No
SLF1		2	2	0.5%	No
SGIP1		2	2	0.5%	No
SLC25A33		2	2	0.5%	No
TMEM79		2	2	0.5%	No
NTPCR		2	2	0.5%	No
EIF1AD		2	2	0.5%	No
ING5		2	2	0.5%	No
GINS4		2	2	0.5%	No
TMEM246		2	2	0.5%	No
PYM1		2	2	0.5%	No
ACBD6		2	2	0.5%	No
PCGF5		2	2	0.5%	No
AKT1S1		2	2	0.5%	No
TMEM101		2	2	0.5%	No
FRMPD3		2	2	0.5%	No
SYVN1		2	2	0.5%	No
ZNF512		2	2	0.5%	No
SPIRE2		2	2	0.5%	No
ACRBP		2	2	0.5%	No
ZNF559		2	2	0.5%	No
KBTBD8		2	2	0.5%	No
FAXC		2	2	0.5%	No
SLC12A8		2	2	0.5%	No
USP38		2	2	0.5%	No
MFSD14B		2	2	0.5%	No
LCE3D		2	2	0.5%	No
CCDC62		2	2	0.5%	No
CARD6		2	2	0.5%	No
ACCS		2	2	0.5%	No
HINT2		2	2	0.5%	No
C9ORF24		2	2	0.5%	No
CCDC54		3	2	0.5%	No
CAPS2		2	2	0.5%	No
GTPBP3		2	2	0.5%	No
GPT2		3	2	0.5%	No
CRACR2A		2	2	0.5%	No
TRIM51		2	2	0.5%	No
KMT5C		2	2	0.5%	No
NFKBID		2	2	0.5%	No
KLHL22		2	2	0.5%	No
RSPO3		2	2	0.5%	Yes
ZNF514		2	2	0.5%	No
ORAI1		2	2	0.5%	No
ARHGEF39		2	2	0.5%	No
ZNF382		2	2	0.5%	No
ATOH8		2	2	0.5%	No
FAM222A		2	2	0.5%	No
UTP4		2	2	0.5%	No
SLC49A4		2	2	0.5%	No
TMEM209		2	2	0.5%	No
FIBCD1		2	2	0.5%	No
ATG4C		2	2	0.5%	No
LTV1		2	2	0.5%	No
TIGD5		2	2	0.5%	No
RELT		2	2	0.5%	No
SYTL1		2	2	0.5%	No
AJUBA		2	2	0.5%	No
FAM83A		2	2	0.5%	No
HIST1H2BK		2	2	0.5%	Yes
KRTAP4-3		2	2	0.5%	No
ATCAY		2	2	0.5%	No
SYDE1		2	2	0.5%	No
MYLK2		2	2	0.5%	No
RIMBP3		2	2	0.5%	No
EAF1		2	2	0.5%	No
SLC45A3		2	2	0.5%	Yes
ZIC5		2	2	0.5%	No
STON2		2	2	0.5%	No
DIXDC1		2	2	0.5%	No
SELENOI		2	2	0.5%	No
CCDC65		2	2	0.5%	No
GTPBP10		2	2	0.5%	No
RSPH1		2	2	0.5%	No
WNT3A		2	2	0.5%	No
KCNK17		2	2	0.5%	No
ABCC10		3	2	0.5%	No
FGD3		2	2	0.5%	No
MVB12B		2	2	0.5%	No
AQP10		2	2	0.5%	No
MAATS1		2	2	0.5%	No
LACRT		2	2	0.5%	No
ZNF30		2	2	0.5%	No
SNX21		2	2	0.5%	No
ZSWIM1		2	2	0.5%	No
OTULIN		2	2	0.5%	No
ZNF766		2	2	0.5%	No
CCDC97		2	2	0.5%	No
SAMD1		2	2	0.5%	No
DCAF15		2	2	0.5%	No
MED30		2	2	0.5%	No
STPG1		2	2	0.5%	No
ZNF700		3	2	0.5%	No
ZNF439		2	2	0.5%	No
ZNF486		2	2	0.5%	No
CCDC189		2	2	0.5%	No
ZNF598		2	2	0.5%	No
SPSB3		2	2	0.5%	No
ESAM		2	2	0.5%	No
ZNF251		2	2	0.5%	No
FMNL3		2	2	0.5%	No
AP5B1		2	2	0.5%	No
ZNF682		2	2	0.5%	No
IGFN1		2	2	0.5%	No
DDX60L		2	2	0.5%	No
LRP5L		2	2	0.5%	No
RSAD2		2	2	0.5%	No
ZNF830		2	2	0.5%	No
RASL10B		2	2	0.5%	No
NEXN		2	2	0.5%	No
MYADM		2	2	0.5%	No
SYT12		2	2	0.5%	No
SMDT1		2	2	0.5%	No
NEK9		2	2	0.5%	No
CHRDL1		2	2	0.5%	No
RFT1		2	2	0.5%	No
TTC5		2	2	0.5%	No
SNX29		2	2	0.5%	Yes
TTC30A		2	2	0.5%	No
OXNAD1		2	2	0.5%	No
MTSS2		2	2	0.5%	No
CDHR1		2	2	0.5%	No
STRADA		2	2	0.5%	No
LDHAL6B		2	2	0.5%	No
BICDL1		2	2	0.5%	No
G6PC3		2	2	0.5%	No
ZNF764		2	2	0.5%	No
MOB1B		2	2	0.5%	No
TIFA		2	2	0.5%	No
MGME1		2	2	0.5%	No
DPH7		2	2	0.5%	No
BPIFB1		2	2	0.5%	No
DRC1		2	2	0.5%	No
ZBTB47		3	2	0.5%	No
B3GNT7		2	2	0.5%	No
NAPRT		4	2	0.5%	No
KCNG4		2	2	0.5%	No
OLFM2		2	2	0.5%	No
HAUS8		2	2	0.5%	No
SYCE1		2	2	0.5%	No
ARMC6		2	2	0.5%	No
TJAP1		2	2	0.5%	No
CAPZA3		2	2	0.5%	No
FOXP2		2	2	0.5%	No
HTRA3		3	2	0.5%	No
SYAP1		2	2	0.5%	No
TMEM203		2	2	0.5%	No
OPN4		2	2	0.5%	No
FNIP1		2	2	0.5%	No
BIRC8		2	2	0.5%	No
CMTM7		2	2	0.5%	No
L3HYPDH		2	2	0.5%	No
VPS26B		2	2	0.5%	No
GLB1L3		2	2	0.5%	No
CFAP36		2	2	0.5%	No
KTI12		2	2	0.5%	No
RPUSD1		2	2	0.5%	No
SLC52A3		2	2	0.5%	No
TMEM54		2	2	0.5%	No
CYP2U1		2	2	0.5%	No
ODF3		2	2	0.5%	No
PIK3IP1		2	2	0.5%	No
TOE1		2	2	0.5%	No
SIGLEC11		2	2	0.5%	No
EFHC1		2	2	0.5%	No
CARD16		2	2	0.5%	No
PGLYRP3		2	2	0.5%	No
KLHL32		2	2	0.5%	No
